Country,SyndromeStatus (6 and above=1),Syndrm2017Imp,Urbanization2015,Landneighbors,Terrain2014,RelFrac2003,EthnicFrac2003,ColStatus,CIV,OpenDef2015,UrbanOpenDef2015,FemLife Ex2015,MaleLifeEx2015,Dif Life Exp MW 2015,LifeExpect2016,HealthExpend2015,HealthExpendCapita2015,PrenatalCare2017,"BirthSkilledStaff2017",BirthAge15-19,MMR2015,RiskMaternalDeath2015,Stunted2015,IMR2016,MortUnder52016,Wasting2015,Underweight2015,Diarrhea2010,Tuberculosis2015,HIVPrev2015,PercentofDeathPrevent2015,MRComDis2008,ImmunMeasles2016,Undernourish2015,Alcohol2015,Cigarette2016,HIVFemPrev2016,HIVAIDs2016,AccssImprovedWater2016,AccssImprovedSanFclty2016,GHI2016,SSI2016,Avgnrgysply2014-16,FGM2015,ZPreventableDeath,ZOpenDef,ZHealthCareAccess,ZIllnessMort
Haiti,1.00,7.00,58.645,1,38.82438316,0.470365614,0.095,1.00,1,19.02824,7.84236,65.53367,61.45356,1,63.48582,6.86828,120,91,48.6,38.213,4,1.106194632,21.8999996,50.9,67,5.19999981,11.60000038,7,188,2.1,31,545,53,46.8,5.9,143.0327513,59.34428482,2.1,47.61,27.60,36.9,4.0,95,0,0.85,1.62,-4.14,3.55
Honduras,1.00,7.00,54.73,3,9.116096166,0.235716507,0.186700001,1.00,1,7.21816,2.14782,77.04638,72.33337,1,74.64007,7.59249,353,96.6,82.8,72.1834,3,0.3369169,22.7000008,16,18.7,1.39999998,7.099999905,5,40,0.4,14.8,152,88,14.8,4,469.8045412,38.25055575,0.4,83.76,82.65,13.2,5.5,115,0,-0.58,-0.18,0.7,-0.21
Hungary,0.00,2.00,71.227,7,48.6468574,0.524375021,0.152199998,1.00,1,0,0,79.13242,72.33823,1,75.84985,7.23613,"1,912",,99.2,19.8054,1,0.022812915,,4.4,5.2,,,0,8.8,,1.9,16,99,2.5,12.4,2060.339486,,,100.00,97.99,,8.2,121,0,-2.64,-1.04,2.14,-1.49
Iceland,0.00,1.00,94.137,0,1.208977556,0.191326499,0.079796001,1.00,4,0,0,84.12103,81.15429,2,82.65011,8.60915,"4,116",,,7.316,0,0.006866366,,1.6,2.1,,,0,2.1,,4.8,18,91,2.5,6.9,848.1098619,,,100.00,98.78,,8.8,133,0,-1.27,-1.04,,-1.53
India,1.00,14.00,32.747,6,52.62462204,0.326022595,0.418199986,1.00,2,39.83531,7.41499,69.88043,66.86859,2,68.3093,3.88826,238,75.2,81.4,24.5354,3,0.452792531,38.7000008,34.6,43,15.1000004,29.39999962,13,211,0.3,28.1,363,88,14.5,4.6,89.28878531,40.41640386,0.3,92.65,39.63,28.5,6.3,109,1,1.06,2.88,-1.59,0.92
Indonesia,1.00,13.00,53.742,3,12.97217331,0.234026596,0.735134006,1.00,2,12.44859,5.47051,71.24319,67.13991,1,69.12795,3.34743,369,95.4,92.6,47.9942,3,0.314212198,36.4000015,22.2,26.4,13.5,19.89999962,5,391,0.4,21.4,244,76,7.9,0.6,1675.488159,35.45513326,0.4,79.48,60.83,21.9,6.8,123,4,-0.89,0.76,-0.25,1.56
Iran,1.00,14.00,73.375,7,9.017289226,0.115195401,0.66839999,0.00,2,0.54324,0.12915,76.64664,74.50361,1,75.53753,7.59492,"1,262",96.9,96.4,25.7152,1,0.049941708,,13,15.1,,,4,14,0.1,8.5,82,99,5.5,1,936.5437313,23.06126806,0.1,92.12,90.00,6.7,6.8,129,2,-2.07,-0.98,1.7,-1.19
Iraq,1.00,15.00,69.471,6,11.59053233,0.484367788,0.368910015,1.00,1,0.01909,0.02747,71.79157,66.17271,1,68.91406,3.39702,481,77.7,90.9,79.799,2,0.240564754,22.6000004,25.9,31.2,7.4000001,8.5,6,43,,17,168,66,27.8,0.5,1184.439191,,,70.13,85.61,22.0,5.2,110,1,0,-1.04,0.48,0.93
Ireland,0.00,2.00,63.241,1,15.35781681,0.154978901,0.120635003,1.00,,0,0,83.44713,79.38167,1,81.42297,7.76144,"5,335",99.5,99.7,10.1352,0,0.016369338,,3,3.6,,,0,7.1,0.2,5.1,29,92,2.5,10.9,976.4989214,35.01042724,0.2,97.84,90.48,,8.6,146,1,-2.95,-1.04,2.59,-1.5
Israel,1.00,6.00,92.14,5,13.88632163,0.346854299,0.343593717,0.00,1,0,0,84.34147,80.62495,1,82.54373,7.43138,"2,819",,,9.6814,0,0.016186473,,2.9,3.6,,,0,3.5,,9.6,31,97,2.5,3.1,1280.73134,,,100.00,100.00,,7.0,160,1,-2.97,-1.04,,-1.52
Italy,0.00,1.00,68.964,6,22.87346162,0.302656591,0.114519,0.00,1,0,0,84.76453,80.46459,1,82.6886,8.99632,"3,351",99,99.9,6.1562,0,0.005065322,,2.8,3.3,,,0,6.1,0.3,4.5,16,85,2.5,6.1,1493.270362,30.07508926,0.3,100.00,99.55,,7.7,142,1,-3.06,-1.04,3.06,-1.5
Jamaica,0.00,3.00,54.788,0,11.08033241,0.615960598,0.412894011,1.00,4,0.74469,0.77848,78.56837,73.91059,1,76.20069,5.92553,511,97.7,99.1,54.3564,2,0.193707567,5.69999981,13.2,15.3,3,2.5,4,4.5,1.7,11.6,159,95,8.4,5.1,312.4730399,37.59653431,1.7,89.43,81.78,7.9,6.8,114,0,-1.25,-0.85,1.63,-1
Japan,0.00,5.00,93.498,0,11.58382708,0.540634513,0.011928,0.00,2,0,0,86.78641,80.4777,1,83.68437,10.89816,"4,405",,99.8,4.1582,0,0.007484588,7.0999999,2,2.7,2.29999995,3.400000095,2,16,,12.9,40,96,2.5,7.5,1583.164556,,,100.00,100.00,,8.5,112,0,-3.15,-1.04,3.19,-1.44
Jordan,1.00,14.00,83.679,5,2.675152061,0.065942399,0.592599988,1.00,1,0.01227,0.00104,75.89284,72.53213,1,74.14027,6.2844,568,99.1,99.6,23.285,2,0.203553824,7.80000019,15.1,17.6,2.4000001,3,4,5.6,0.1,11.6,84,96,4.2,0.7,2306.093102,27.14694328,0.09,92.27,98.63,5.7,6.4,132,1,-1.91,-1.04,1.97,-1.36
Kazakhstan,1.00,8.00,53.247,5,10.88824684,0.589846313,0.617121994,1.00,5,0.00958,0,74.73851,65.65739,0,70.23928,3.88048,903,99.3,99.99,28.4158,1,0.033697791,13.1000004,10.1,11.4,4.0999999,3.700000048,6,67,0.2,7.3,95,99,2.5,8.2,1800.876735,29.67623208,0.2,85.58,97.54,7.8,7.6,137,0,-3.98,-1.04,1.48,-1.09
Kenya,1.00,13.00,25.622,5,10.19081421,0.776516974,0.858799994,1.00,1,12.03487,2.65862,65.7672,61.083,1,63.37301,5.22018,157,93.7,61.8,81.7916,4,2.353192765,26,35.6,49.2,4,11,9,348,5.4,55.1,624,75,19.1,4,264.375495,62.3158841,5.4,56.84,30.11,21.9,4.4,104,3,2.17,0.22,-3.45,2.24
Kosovo,1.00,6.00,,4,,,,1.00,2,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,
Kuwait,1.00,12.00,98.342,2,0.533108866,0.674471974,0.660399973,1.00,2,0,0,75.97782,73.72093,2,74.68137,4.03327,"2,978",100,98.7,9.3952,1,0.009696384,5.80000019,7.2,8.4,2.4000001,3,1,24,0.1,9.1,53,93,2.5,0.1,1412.679615,28.93061596,0.09,99.00,100.00,4,6.3,140,0,-0.95,-1.04,2.04,-1.38
Kyrgyzstan,1.00,9.00,35.707,4,6.676746611,0.446988791,0.675181985,1.00,4,0,0,75.07786,67.18092,1,71.0643,8.21788,287,98.4,98.4,38.812,2,0.256826818,12.8999996,18.8,21.1,2.79999995,2.799999952,6,145,0.2,10.2,112,97,6.4,3.9,519.5940996,32.33288547,0.2,86.22,93.28,9.1,7.0,120,0,-1.32,-1.04,1.36,-0.23
Laos,1.00,8.00,38.614,5,6.60745234,0.545262814,0.513862014,1.00,1,22.06849,1.98093,67.24532,64.05644,2,65.66512,2.80561,166,54.2,40.1,63.2928,3,0.665026487,43.7999992,48.9,63.9,6.4000001,26.5,10,175,0.3,35,376,76,17.1,7.5,814.6390364,45.39410357,0.3,69.38,70.89,28.1,6.1,106,0,2.84,0.74,-2.83,0.9
Latvia,0.00,3.00,67.382,4,19.44355098,0.555566013,0.586668015,1.00,2,0,0,79.16389,69.59879,0,74.5575,5.7606,"1,429",91.8,98.1,13.8282,1,0.028839133,,3.9,4.6,,,0,37,0.7,2.8,30,93,2.5,10.6,1189.085205,35.27195467,0.7,98.30,87.79,4,8.0,132,0,-4.63,-1.04,1.59,-1.3
Lebanon,1.00,14.00,87.792,2,12.90322581,0.788645804,0.131400004,1.00,5,0.03654,,76.46876,73.4875,1,74.88087,7.43147,"1,117",,,12.1762,1,0.027270065,,6.9,8.1,,,4,12,0.1,3.5,47,79,5.4,2.2,2037.535036,48.13201252,0.09,98.95,80.67,7.1,5.6,125,1,-2.71,,,-1.21
Lesotho,1.00,13.00,27.312,1,8.969038208,0.721111,0.255,1.00,5,30.04381,3.7554,55.40719,51.72412,2,53.66637,8.36261,251,95.2,77.9,89.7126,4,1.627138773,33.2000008,72.4,93.5,2.79999995,10.30000019,7,724,25,63.9,1255,90,14.5,6.4,447.9989357,58.62291722,25,76.96,30.27,22.7,4.7,111,0,5.35,1.58,-3.86,4.38
Liberia,1.00,13.00,49.701,3,5.1910299,0.488303095,0.908388019,0.00,2,42.25795,23.00915,62.93882,59.83681,2,61.36433,15.1865,128,95.9,61.1,128.7644,4,3.552588187,32.0999985,51.2,67.4,5.5999999,15.30000019,9,308,1.6,59,782,80,42.8,5.2,154.4306016,60.51287818,1.6,62.61,16.89,30.7,4.5,96,4,6.81,5.91,-4.17,4.02
Libya,1.00,13.00,78.554,6,0.977528218,0.056985099,0.792029977,1.00,1,0,0,75.59263,70.11943,1,72.7449,,,93,99.9,5.7288,1,0.024076291,21,11,12.9,6.5,5.599999905,1,40,,9.3,69,97,,0,327.1629079,,,,96.56,,6.7,,1,-2.67,-1.04,1.74,
Lithuania,0.00,2.00,66.508,4,37.5131684,0.414127111,0.322270006,1.00,1,0,0,79.13763,68.12141,0,73.62749,6.51478,"1,875",100,100,11.392,1,0.015863899,,4.3,5.3,,,1,53,0.2,3.4,34,94,2.5,16.2,1292.016671,29.56694178,0.2,90.38,92.40,4,8.1,141,0,-4.68,-1.04,1.72,-1.19
Luxembourg,0.00,2.00,90.16,3,24.17374517,0.091095403,0.530237973,1.00,1,0,0,84.00882,79.84351,1,81.9538,6.04774,"6,382",,99.9,5.4384,1,0.015479765,,2,2.4,,,0,5.8,,5.1,25,99,2.5,11.2,6330.872751,,,100.00,97.60,,7.5,138,0,-3.11,-1.04,2.91,-1.51
Macedonia,1.00,6.00,57.104,5,16.41554322,0.589917421,0.502258003,1.00,5,0.69492,0,77.84994,73.50047,1,75.66389,6.09171,857,98.6,100,16.5654,0,0.01177133,4.9000001,10.7,12.2,1.79999995,1.299999952,3,16,0.1,1.4,24,82,3.9,5.7,2784.928251,20.6331305,0.09,98.88,90.91,5.8,7.1,118,0,-2.43,-1,1.92,-1.32
Madagascar,1.00,8.00,35.105,0,6.015812994,0.519087911,0.879100025,1.00,5,43.92715,22.72612,67.03613,63.94017,2,65.48159,5.23779,77,87,44.3,111.6784,4,1.669817898,49.2000008,34,46.4,,,10,237,0.2,46.8,408,58,42.3,1.9,404.181994,41.15503378,0.2,35.25,12.00,35.4,4.1,90,0,4.1,5.97,-4.63,3.49
Malawi,1.00,13.00,16.272,3,40.30547306,0.819176316,0.674399972,1.00,2,6.46882,1.61364,59.89765,56.704,2,58.28283,9.33097,108,94.8,87.4,141.007,4,3.452414187,42.4000015,38.9,55.1,3.79999995,16.70000076,7,159,9.2,60.5,1156,81,25.9,2.5,241.0807393,60.33512601,9.2,89.11,41.00,26.9,4.6,105,1,6.45,-0.33,-2.49,1.55
Malaysia,1.00,10.00,74.705,3,2.90366763,0.665688396,0.587961972,1.00,2,0.34874,0.08636,77.31336,72.68106,1,74.96998,3.99869,"1,064",97.15,98.97,13.361,1,0.08150627,,7.1,8.3,,,2,92,0.4,19.9,185,96,2.5,1.7,441.1622869,13.2063803,0.4,92.99,96.01,9.7,6.6,127,3,-2.63,-1,1.95,-0.92
Maldives,1.00,9.00,45.536,0,13,,,1.00,2,0.02044,0.0449,80.1833,76.93685,2,78.49393,11.49688,"1,514",99.1,95.5,6.4954,2,0.166768374,20.2999992,7.3,8.5,10.1999998,17.79999924,3,49,,10.8,59,99,8.5,1,560.857721,,,97.92,97.94,,,120,1,-0.89,-1.03,2.29,-0.7
Mali,1.00,14.00,39.916,7,5.254099771,0.181997806,0.690599978,1.00,1,8.05345,1.12605,58.29136,58.19258,2,58.24785,5.79663,118,47.9,43.7,171.0826,4,3.740890877,,68,110.6,,,14,56,1,59.9,827,75,4,1,316.9299731,59.01488341,1,64.06,24.67,28.1,4.7,147,4,8.78,-0.32,-5.12,-1.04
Malta,0.00,3.00,95.407,0,28.03125,0.1223239,0.041432209,1.00,2,0,0,83.66505,79.714,1,81.73468,9.61684,"3,471",100,99.9,16.8016,0,0.01207357,,5.9,6.8,,,0,13,0.1,6.5,26,93,2.5,7.2,1527.900301,24.34776344,0.1,100.00,100.00,,8.2,133,1,-2.65,-1.04,2.96,-1.46
Mauritania,1.00,14.00,59.859,4,0.436596488,0.0148691,0.61500001,1.00,,30.11306,9.69172,64.62968,61.64098,2,63.13477,4.63982,177,86.9,64.4,80.5032,4,2.744005782,22,54.4,81.4,11.6000004,19.5,11,102,0.5,52.6,575,70,5.3,0.1,30.26032346,34.32277914,0.5,57.10,40.01,22.1,5.0,133,4,5.15,2.68,-3.02,-0.61
Mauritius,0.00,5.00,39.671,0,36.94581281,0.638465881,0.463400006,1.00,1,0.14228,0.02272,77.84811,71.43669,1,74.62331,5.53717,"1,099",,99.8,26.9298,2,0.077892962,,12.2,13.7,,,0,22,,7.5,52,92,5.2,4,542.4717732,,,99.82,93.15,13.2,7.9,127,0,-2.06,-1.03,1.86,-1.16
Mexico,1.00,6.00,79.246,3,11.82802541,0.1795571,0.541800022,1.00,1,1.67688,0.66521,79.54371,73.93269,1,76.70921,5.86449,"1,009",98.5,97.7,61.4052,2,0.088861104,13.6000004,12.6,14.6,1.60000002,2.799999952,4,22,0.3,10.2,68,96,4.2,6.8,327.0804119,21.42392072,0.3,92.14,85.16,7.2,6.3,130,0,-1.19,-0.81,1.74,-1.25
Moldova,1.00,6.00,44.995,2,55.27836933,0.560292006,0.553478003,1.00,4,0.12835,0,76.23813,67.93468,1,72.10248,10.17683,515,98.8,99.7,22.6952,1,0.031495426,6.4000001,13.7,15.9,1.89999998,2.200000048,0,101,0.6,4.2,59,88,8.5,17.4,1747.217612,34.77310073,0.6,81.38,76.43,9.2,7.6,105,0,-2.13,-1.03,0.98,-0.34
Mongolia,0.00,3.00,72.04,2,0.365096939,0.079861201,0.368223995,1.00,1,9.65892,1.42832,73.18969,64.70797,1,68.80138,3.86992,470,98.7,98.9,24.2296,2,0.125374056,10.8000002,15.4,17.9,1,1.600000024,7,183,0.1,10.3,89,98,19.6,7.8,1982.45284,16.77532136,0.09,59.21,59.72,13.8,6.4,106,0,-1.94,-0.16,-0.02,1.17
Montenegro,1.00,6.00,64.026,5,0.649070632,,,1.00,2,0.05638,0,78.06734,74.12741,1,76.12364,5.9703,957,91.7,99,12.1036,0,0.01204346,9.39999962,3.5,3.8,2.79999995,1,0,16,0.1,1.6,17,47,2.5,11.5,1100.830774,54.30117219,0.1,99.17,95.91,4,7.9,149,0,-2.88,-1.04,2.09,-1.44
Morocco,1.00,12.00,60.195,3,18.21644634,0.0034627,0.484057188,1.00,5,7.58113,0.12441,75.38415,73.29247,1,74.33389,5.52786,435,77.1,73.6,31.6776,3,0.311359167,14.8999996,23.3,27.1,2.29999995,3.099999905,6,103,0.1,15.4,104,99,3.5,0.7,682.3107617,39.87316643,0.1,65.31,76.71,9.3,6.6,145,0,-1.24,-0.53,0.02,-0.76
Mozambique,1.00,11.00,32.214,6,7.184821588,0.675908029,0.693216026,1.00,4,35.9856,12.4554,59.42477,55.65821,2,57.62162,5.35312,64,90.6,54.3,138.9466,4,2.530774161,43.0999985,53.1,71.3,6.0999999,15.60000038,9,551,12.3,59.3,957,91,26.6,2,501.9020899,59.61638082,12.3,37.04,20.50,31.7,4.1,109,1,6.35,3.56,-4.83,4.26
Namibia,1.00,11.00,46.66,4,0.971711062,0.662610173,0.632903993,1.00,5,49.87776,20.11544,68.30873,63.13705,1,65.81226,8.92995,942,96.6,88.2,75.0032,3,0.984469885,23.1000004,32.3,45.2,7.0999999,13.19999981,5,446,13.8,50,670,85,28.8,11.8,298.4115965,60.31259033,13.8,84.65,34.39,31.4,4.7,96,0,0.77,5.87,-1.75,3.74
Nepal,1.00,12.00,18.615,2,14.74502965,0.141681805,0.663222015,0.00,4,29.8269,5.9267,70.7775,67.70396,2,69.23852,6.14699,151,83.6,58,62.0832,3,0.647685538,37.4000015,28.4,34.5,11.3000002,30.10000038,6,154,0.2,23.8,338,83,8.1,2.1,511.6493522,37.79820866,0.2,91.77,45.79,21.9,6.4,121,1,1.83,1.96,-2.38,-0.02
Netherlands,0.00,0.00,90.496,2,31.01810626,0.722182572,0.105372287,0.00,1,0,0,83.61418,79.99789,1,81.85915,10.69028,"5,313",,,4.084,0,0.011515464,,3.2,3.8,,,0,5.9,0.2,5.8,28,94,2.5,9.6,1459.867617,18.64204493,0.2,100.00,97.73,,8.8,126,1,-3.09,-1.04,,-1.51
New Zealand,0.00,1.00,86.284,0,2.240704873,0.811007977,0.39684999,1.00,1,0,0,83.25812,79.97996,1,81.64497,9.34035,"3,530",,96.6,20.6034,0,0.021991303,,4.5,5.4,,,0,7.3,,4.4,15,92,2.5,11.2,685.1157129,,,100.00,,,8.0,121,1,-2.62,-1.04,,-1.5
Nicaragua,1.00,7.00,58.779,2,12.49792255,0.429026514,0.484400004,1.00,1,6.96674,1.19102,77.91461,71.54699,1,74.77368,7.80708,406,94.7,88,86.8736,2,0.370522099,,16.8,19.7,,,9,48,0.2,12.5,87,99,17,4.6,327.7936786,32.51814075,0.2,69.40,67.90,13.3,5.8,116,0,-0.15,-0.38,0.46,0.03
Niger,1.00,13.00,18.732,7,13.26280887,0.201264903,0.651762009,1.00,2,71.30977,12.62207,62.81482,60.8918,2,61.7945,7.1652,68,82.8,39.7,194.009,4,4.369930371,43,50.9,91.3,18.7000008,37.90000153,14,93,0.4,63.6,730,74,11.3,0.3,118.8088476,51.90350375,0.4,48.62,10.88,33.7,3.9,123,1,9.02,5.86,-5.34,-0.16
Nigeria,1.00,15.00,47.776,4,37.33104955,0.742144525,0.850459993,1.00,5,25.53754,14.46722,55.61485,53.36625,2,54.45857,3.56467,215,65.8,35.2,109.274,4,4.508853294,32.9000015,66.9,104.3,7.9000001,19.79999924,11,219,2.9,65.5,832,51,7.9,11.3,162.4970924,53.54185142,2.9,57.29,28.95,25.5,4.4,121,3,7.83,3.26,-5.84,0.4
North Korea,1.00,7.00,60.875,3,19.51665144,0.489118487,0.0392,1.00,4,0,0,74.0452,66.95289,1,70.59411,,,100,100,0.2864,2,0.152171014,27.8999996,15.1,20,4,15.19999981,5,513,,11.9,264,99,40.8,4.4,993.2940312,,,99.40,81.91,28.6,6.2,88,0,-2.51,-1.04,0.99,5.23
Norway,0.00,0.00,80.473,3,2.208106887,0.204800501,0.058600001,1.00,1,0,0,83.72472,79.79665,1,81.77001,9.97555,"6,222",,99.1,5.6814,0,0.008699159,,2.1,2.6,,,0,6.1,,7,27,96,2.5,7,552.7860852,,,100.00,98.06,,8.8,136,1,-3.11,-1.04,2.86,-1.5
Oman,1.00,12.00,77.641,3,0.122778675,0.432176799,0.437256008,1.00,2,0,0,79.16474,74.95886,1,76.59802,3.8279,"1,636",99,99.1,7.854,1,0.053938541,14.1000004,9.2,10.7,7.5,9.699999809,1,9,,12.3,22,99,6.2,0.9,271.0929241,,,86.14,96.74,10.4,6.1,123,4,-2.68,-1.04,2.18,-1.16
Pakistan,1.00,15.00,38.758,4,39.48733914,0.384828687,0.709800005,1.00,2,11.54608,0,67.45023,65.4659,2,66.42246,2.6895,134,73.1,52.1,37.6912,3,0.693444091,45,64.2,78.8,10.5,31.60000038,11,268,0.1,34.8,387,61,19.9,0.1,363.1659969,30.47090541,0.1,89.91,63.50,33.4,5.8,110,1,2.96,-0.3,-2.41,1.77
Palestine,1.00,14.00,75.252,3,10.63122,,,1.00,2,0.27597,0,,,,,,,99.4,99.6,57.156,,0.205739599,7.4000001,16.6,19.4,1.20000005,1.399999976,,1,,,,,,,,,,81.49,92.33,,,,0,,-1.03,,
Panama,1.00,6.00,66.592,2,7.573311811,0.333760887,0.5528,1.00,1,3.38984,0.37743,81.0973,74.73255,1,77.81814,7.00916,"1,543",93.4,93.9,82.8346,2,0.239530168,19.1000004,14.1,16.4,1.20000005,3.900000095,11,55,0.8,16.1,92,90,9.3,7.7,219.3262857,30.33718457,0.8,88.62,74.99,9.3,5.8,120,1,-0.48,-0.76,1.36,-0.59
Papua New Guinea,1.00,14.00,13.005,1,0.662456388,0.552275479,0.271800011,1.00,1,12.91078,3.84435,65.42712,60.57172,1,62.91822,3.76826,99,,,53.4388,3,0.805261111,49.5,42.4,54.3,14.3000002,27.89999962,8,432,0.9,34.2,373,70,,3.1,1689.300979,57.77444559,0.9,32.78,18.92,,4.2,101,0,0.58,0.49,,
Paraguay,0.00,5.00,59.666,3,12.08155047,0.212251201,0.168899998,1.00,1,0.37794,0.34433,75.99471,72.15697,1,74.01492,7.81979,724,98.7,95.7,56.6034,3,0.36827506,10.8999996,17,19.9,2.5999999,2.599999905,5,42,0.5,14.9,93,99,12,9.6,384.5145655,30.24623124,0.5,94.95,88.60,10.4,5.8,110,0,-0.88,-0.96,1.43,-0.44
Peru,1.00,7.00,78.609,5,3.2434375,0.198781505,0.656576991,1.00,1,7.28018,3.60717,78.04665,73.06878,1,75.54014,5.2648,671,97,91.6,48.4014,2,0.17447182,14.6000004,11.9,15.3,0.60000002,3.099999905,4,117,0.3,21.9,173,88,7.9,5.2,97.6932865,27.972908,0.3,69.25,76.19,8.6,6.1,121,1,-1.47,0.09,1.01,-0.29
Philippines,1.00,7.00,44.373,0,18.74769427,0.305592507,0.238540739,1.00,1,5.73893,2.65401,71.97257,65.29068,1,68.49672,4.41352,323,95.4,72.8,59.855,3,0.35203815,30.2999992,21.5,27.1,7.9000001,19.89999962,6,554,0.1,25.2,231,80,13.8,5.6,1132.240949,9.787671698,0.1,90.26,73.93,19.9,6.6,117,1,-0.6,-0.19,-0.82,3.17
Poland,0.00,2.00,60.539,7,35.69025768,0.171181604,0.118339531,1.00,1,0,0,81.31636,73.64109,1,77.52184,6.34723,"1,704",,99.8,13.0314,0,0.004522392,,4,4.7,,,0,18,,3.9,28,96,2.5,11.5,1363.104161,,,96.88,97.21,,8.4,138,0,-2.84,-1.04,2.35,-1.42
Portugal,0.00,2.00,63.468,1,12.41209541,0.143831998,0.04675737,0.00,1,0,0,83.92533,78.16588,1,81.14477,8.97238,"2,661",100,98.9,9.9086,0,0.012261762,,2.9,3.5,,,0,20,,9.9,46,98,2.5,12.5,1133.385994,,,100.00,99.67,,8.2,140,1,-2.96,-1.04,2.83,-1.41
Qatar,1.00,12.00,99.244,1,1.12833764,0.094999999,0.745599985,1.00,2,0,0,80.0292,77.4221,2,78.2345,3.059,"3,900",90.8,100,10.1912,0,0.028673657,,7.3,8.5,,,0,23,0.1,6.3,31,99,,1.3,1020.339562,28.60229792,0.09,100.00,98.02,,5.0,,1,-0.91,-1.04,2.47,
Romania,0.00,4.00,54.564,5,38.15194715,0.237256095,0.306870252,1.00,1,0,0,78.75594,71.40636,1,75.03875,4.95442,"1,090",76.3,95.2,33.7208,2,0.042898204,,7.7,9,,,0,74,0.1,4.1,38,86,2.5,12.9,1204.265677,42.35504028,0.1,100.00,79.08,5.5,8.1,135,0,-2.13,-1.04,1.21,-1.05
Russia,0.00,5.00,74.008,14,7.518031223,0.439794987,0.245169997,0.00,1,0,0,76.2823,64.68663,0,70.46503,5.56295,"1,414",,99.7,22.5264,1,0.044431151,,6.6,7.7,,,1,66,,6,71,98,2.5,14.5,2294.962234,,,91.25,72.22,6.8,6.9,136,1,-4.28,-1.04,0.64,-1.1
Rwanda,1.00,10.00,28.811,4,46.59505472,0.506560683,0.323799998,1.00,5,2.12113,1.75917,71.09583,60.88956,1,66.06106,7.89529,143,99,90.7,26.7824,4,1.178849686,44.2999992,29.2,38.5,3,11.69999981,11,50,3.1,40.3,595,95,41.1,10,93.99341477,59.40784005,3.1,71.90,61.64,27.4,5.2,96,0,-0.39,-0.58,-0.68,2.13
Saudi Arabia,1.00,14.00,83.13,7,1.629072099,0.127044499,0.180000007,0.00,2,0,0,76.00906,73.20918,1,74.52389,5.83317,"3,121",97,98,8.294,1,0.032568619,,11.1,12.9,,,2,10,0.1,12,86,98,4.4,0.2,1340.956322,28.14443388,0.09,97.03,100.00,4,7.0,139,2,-2.6,-1.04,1.99,-1.31
Senegal,1.00,14.00,43.721,5,16.62078637,0.1497394,0.693884015,1.00,5,15.11149,1.79963,68.64102,64.57449,2,66.68136,3.97027,97,95,53.2,74.8674,4,1.633200285,19.3999996,33.6,47.1,5.69999981,12.80000019,9,140,0.4,47.3,509,93,11.3,0.5,359.4077758,65.34798842,0.4,67.33,47.59,16.5,4.8,112,3,3.16,0.26,-2.86,0.16
Serbia,0.00,5.00,55.553,8,29.79304825,,,1.00,1,0.07223,0,78.37586,72.87617,1,75.62274,9.40508,"1,324",98.3,98.4,19.3052,1,0.025962136,6,5.1,5.8,3.9000001,1.799999952,0,19,0.1,2.4,17,82,5.6,12.9,1898.570887,30.80054978,0.09,98.91,96.43,7.1,8.2,110,0,-2.62,-1.04,2.02,-1.15
Sierra Leone,1.00,13.00,39.942,2,21.94513716,0.539540589,0.819090009,1.00,5,18.81322,6.30559,50.82825,49.31902,2,50.0709,18.31859,256,97.1,59.7,115.5808,4,5.93782379,37.9000015,83.3,113.5,9.39999962,18.10000038,12,304,1.7,59.4,1042,83,30.9,8.2,468.5916042,55.65742688,1.7,47.82,13.26,35.0,4.4,105,4,9.88,1.33,-5.74,2.96
Singapore,0.00,5.00,100,0,0.789844852,0.656128585,0.385674,1.00,4,0,0,86.12642,80.01165,1,83.1063,4.25218,"3,681",,99.6,3.7242,0,0.012125558,,2.2,2.8,,,1,51,,20.8,66,95,,2.9,851.1768017,,,,100.00,,7.4,,0,-3.15,-1.04,3.11,
Slovakia,0.00,2.00,53.598,5,28.99804517,0.565466404,0.253895998,1.00,1,0,0,80.22624,72.94917,1,76.65798,6.88594,"2,062",96.9,98.5,22.1502,0,0.00825552,,4.9,5.9,,,1,5.9,0.1,4.7,35,95,3.1,12.5,1500.898383,28.27952633,0.09,100.00,98.82,5.3,8.3,118,0,-2.57,-1.04,2.23,-1.45
Slovenia,0.00,3.00,49.65,4,9.145481629,0.286755413,0.221647993,1.00,1,0,0,83.73087,77.87763,1,80.82485,8.54318,"2,734",99.5,99.8,4.3078,0,0.014295917,,1.8,2.3,,,3,6.5,0.1,4.8,21,92,2.5,10.9,2236.479966,8.704806264,0.09,99.40,99.11,,8.7,127,0,-3.15,-1.04,2.81,-1.5
Solomon Islands,1.00,13.00,22.329,0,0.714540907,0.670808077,0.111022003,1.00,,41.05409,8.99081,70.77785,67.85455,2,69.24205,8.02724,173,88.5,86.2,47.8252,3,0.458520692,32.7999992,21.8,25.8,4.30000019,11.5,5,84,,21.8,196,99,13.9,1.6,1419.127189,,,77.18,29.79,,,111,0,1.02,3.25,-1.58,0.01
